OBJECTID,Station_Number,Station_Name,Province,Water_Flow,Sampling_Freq,Drainage_Area_sq_km,Station_Water_Quantity,Symbol,Year,Latitude,Longitude,Historical_Water_Quantity_Data,Realtime_Water_Quantity_Data,Drainage_Region_ID,Drainage_Region_Water_Quantity,Data_Access_Page,geometry.x,geometry.y
474,05MA020,Quill Creek near Quill Lake,Saskatchewan,Natural,Seasonal,273,Normal,4,2013,52.01967,-104.2518,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MA020,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MA020,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=474,-11605257.2903,6803682.8244
475,05MA021,Magnusson Creek near Wynyard,Saskatchewan,Natural,Seasonal,121,Normal,4,2013,51.81422,-104.2053,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MA021,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MA021,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=475,-11600080.934,6766603.501999997
476,05MB001,Yorkton Creek near Ebenezer,Saskatchewan,Regulated,Seasonal,2320,High,12,2013,51.3805,-102.5047,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MB001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MB001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=476,-11410771.0079,6688877.771200001
477,05MB003,Whitesand River near Canora,Saskatchewan,Regulated,Seasonal,8740,High,12,2013,51.63622,-102.3698,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MB003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MB003,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=477,-11395754.0086,6734614.754500002
478,05MC001,Assiniboine River at Sturgis,Saskatchewan,Natural,Seasonal,1930,High,6,2013,51.93972,-102.5469,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MC001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MC001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=478,-11415468.6904,6789233.3873
479,05MC003,Lilian River near Lady Lake,Saskatchewan,Natural,Seasonal,229,High,6,2013,52.02278,-102.625,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MC003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MC003,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=479,-11424162.7427,6804245.419100001
480,05MD004,Assiniboine River at Kamsack,Saskatchewan,Regulated,Yearly,13000,High,11,2013,51.56489,-101.9166,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MD004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MD004,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=480,-11345304.0154,6721831.1325
481,05MD005,Shell River near Inglis,Manitoba,Natural,Yearly,1970,High,5,2013,50.96334,-101.3188,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MD005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MD005,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=481,-11278757.2238,6614811.553300001
482,05MD010,Stony Creek near Kamsack,Saskatchewan,Natural,Seasonal,461,High,6,2013,51.38897,-101.839,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MD010,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MD010,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=482,-11336665.6229,6690388.578000002
483,05ME003,Birdtail Creek near Birtle,Manitoba,Natural,Seasonal,1100,High,6,2013,50.53473,-100.9525,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05ME003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05ME003,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=483,-11237980.8943,6539401.870800003
484,05ME005,Conjuring Creek near Russell,Manitoba,Natural,Seasonal,70.4,Normal,4,2013,50.79514,-101.2992,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05ME005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05ME005,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=484,-11276575.3618,6585136.049500003
485,05ME006,Assiniboine River near Miniota,Manitoba,Regulated,Seasonal,84200,High,12,2013,50.11053,-101.036,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05ME006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05ME006,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=485,-11247276.0718,6465439.739399999
486,05ME007,Smith Creek near Marchwell,Saskatchewan,Natural,Seasonal,435,High,6,2013,50.83283,-101.5788,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05ME007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05ME007,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=486,-11307700.2914,6591776.3873
487,05MF001,Little Saskatchewan River near Minnedosa,Manitoba,Natural,Yearly,2610,High,5,2013,50.35881,-99.90752,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MF001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MF001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=487,-11121654.2528,6508648.864299998
488,05MG004,Oak River near Rivers,Manitoba,Regulated,Seasonal,1170,Normal,10,2013,50.02578,-100.3943,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MG004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MG004,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=488,-11175842.3545,6450741.680500001
489,05MH005,Assiniboine River near Holland,Manitoba,Regulated,Yearly,160000,High,11,2013,49.69864,-98.88956,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MH005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MH005,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=489,-11008335.464,6394248.250500001
490,05MH007,Epinette Creek near Carberry,Manitoba,Natural,Seasonal,382,High,6,2013,49.74183,-99.32512,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MH007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MH007,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=490,-11056821.7814,6401684.812899999
491,05MH008,Cypress River near Bruxelles,Manitoba,Natural,Seasonal,276,Normal,4,2013,49.44639,-98.908,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MH008,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MH008,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=491,-11010388.1954,6350946.677299999
492,05MH013,Assiniboine River near Brandon,Manitoba,Regulated,Yearly,93700,High,11,2013,49.87058,-100.1,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MH013,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MH013,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=492,-11143081.0284,6423892.671400003
493,05MJ001,Assiniboine River at Headingley,Manitoba,Regulated,Yearly,162000,High,11,2013,49.86828,-97.40528,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05MJ001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05MJ001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=493,-10843106.1702,6423495.429700002
494,05NA003,Long Creek at Western Crossing of International Boundary,Saskatchewan,Regulated,Yearly,3210,High,11,2013,49.00008,-103.3526,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NA003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NA003,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=494,-11505158.8042,6274874.9683
495,05NA004,Long Creek near Maxim,Saskatchewan,Regulated,Seasonal,1790,High,12,2013,49.25889,-103.9561,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NA004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NA004,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=495,-11572340.1169,6318904.3257
496,05NA005,Gibson Creek near Radville,Saskatchewan,Regulated,Seasonal,528,Normal,10,2013,49.48417,-104.3375,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NA005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NA005,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=496,-11614797.3706,6357417.8178
497,05NB001,Long Creek near Estevan,Saskatchewan,Regulated,Yearly,4840,High,11,2013,49.10208,-103.017,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NB001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NB001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=497,-11467799.9831,6292200.017499998
498,05NB011,Yellow Grass Ditch near Yellow Grass,Saskatchewan,Regulated,Seasonal,2650,Normal,10,2013,49.78639,-104.0397,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NB011,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NB011,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=498,-11581646.4263,6409364.206799999
499,05NB014,Jewel Creek near Goodwater,Saskatchewan,Regulated,Seasonal,211,High,12,2013,49.38583,-103.7119,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NB014,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NB014,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=499,-11545155.8972,6340584.063199997
500,05NB018,Tatagwa Lake Drain near Weyburn,Saskatchewan,Regulated,Seasonal,240,Normal,10,2013,49.59986,-103.948,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NB018,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NB018,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=500,-11571438.429,6377264.871699996
501,05NB021,Short Creek near Roche Percee,Saskatchewan,Regulated,Yearly,1210,High,11,2013,49.03125,-102.8496,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NB021,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NB021,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=501,-11449165.1003,6280165.529600002
502,05NB027,Long Creek near Noonan,,Regulated,Yearly,4460,High,11,2013,48.98111,-103.0761,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NB027,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NB027,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=502,-11474378.965,6271656.763800003
503,05ND007,Souris River near Sherwood,,Regulated,Yearly,23100,High,11,2013,48.99,-101.9578,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05ND007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05ND007,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=503,-11349890.3784,6273164.773500003
504,05NF002,Antler River near Melita,Manitoba,Natural,Seasonal,3220,High,6,2013,49.05739,-101.0493,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NF002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NF002,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=504,-11248756.621,6284604.892499998
505,05NF006,Lightning Creek near Carnduff,Saskatchewan,Natural,Seasonal,748,High,6,2013,49.22106,-101.719,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NF006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NF006,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=505,-11323307.284,6312454.231700003
506,05NF007,Gainsborough Creek near Lyleton,Manitoba,Regulated,Seasonal,1150,High,12,2013,49.09492,-101.1829,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NF007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NF007,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=506,-11263628.905,6290982.706100002
507,05NF010,Antler River near Wauchope,Saskatchewan,Natural,Seasonal,348,High,6,2013,49.58392,-101.8482,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NF010,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NF010,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=507,-11337689.7622,6374527.511399999
508,05NF012,Souris River near Westhope,,Regulated,Yearly,43700,High,11,2013,48.99639,-100.9581,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NF012,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NF012,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=508,-11238604.2835,6274248.874700002
509,05NG001,Souris River at Wawanesa,Manitoba,Regulated,Yearly,61100,High,11,2013,49.59797,-99.68156,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NG001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NG001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=509,-11096500.5007,6376940.257100001
510,05NG003,Pipestone Creek near Pipestone,Manitoba,Regulated,Seasonal,4240,High,12,2013,49.59536,-100.9434,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NG003,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NG003,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=510,-11236967.8869,6376492.000600003
511,05NG021,Souris River at Souris,Manitoba,Regulated,Seasonal,59400,High,12,2013,49.61969,-100.2459,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NG021,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NG021,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=511,-11159322.5421,6380671.507100001
512,05NG024,Pipestone Creek near the Saskatchewan Boundary,Manitoba,Regulated,Yearly,3900,High,11,2013,49.84175,-101.3978,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05NG024,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05NG024,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=512,-11287551.4636,6418914.700300001
513,05OA007,Badger Creek near Cartwright,Manitoba,Natural,Seasonal,1520,High,6,2013,49.10472,-99.32567,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05OA007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05OA007,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=513,-11056883.0071,6292648.902900003
514,05OA010,Pembina River above Lorne Lake,Manitoba,Regulated,Seasonal,573,High,12,2013,49.26347,-99.46403,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05OA010,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05OA010,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=514,-11072285.1718,6319685.560699999
515,05OB007,Pembina River near Windygates,Manitoba,Regulated,Yearly,7500,High,11,2013,49.03053,-98.27203,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05OB007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05OB007,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=515,-10939592.3388,6280043.2848000005
516,05OB016,Snowflake Creek near Snowflake,Manitoba,Natural,Yearly,975,Normal,3,2013,49.02031,-98.6035,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05OB016,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05OB016,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=516,-10976491.4104,6278308.278999999
517,05OB021,Mowbray Creek near Mowbray,Manitoba,Natural,Yearly,263,Normal,3,2013,49.0004,-98.45379,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05OB021,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05OB021,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=517,-10959825.7695,6274929.265900001
518,05OB023,Pembina River below Crystal Creek,Manitoba,Regulated,Seasonal,4480,High,12,2013,49.22161,-99.03447,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05OB023,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05OB023,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=518,-11024466.7714,6312547.972499996
519,05OC001,Red River at Emerson,Manitoba,Regulated,Yearly,102000,Normal,9,2013,49.00853,-97.21504,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05OC001,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05OC001,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=519,-10821928.7502,6276308.880500004
520,05OC004,Pembina River at Neche,,Regulated,Yearly,8480,High,11,2013,48.98955,-97.55667,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=05OC004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=05OC004,12,High,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=520,-10859958.8279,6273088.433600001
